pincode,statename,city,Districtname,
495668,Chhattisgarh,Janjgir,Janjgir-Champa,
495669,Chhattisgarh,JANJGIR-CHAMPA,Janjgir-Champa,
495671,Chhattisgarh,Champa,Janjgir-Champa,
495674,Chhattisgarh,Bhaisma,Korba,
495677,Chhattisgarh,KORBA,Korba,
495682,Chhattisgarh,Manikpur,Korba,
495683,Chhattisgarh,Rajgamar,Korba,
495684,Chhattisgarh,Balconagar,Korba,
495686,Chhattisgarh,Baradwar,Janjgir-Champa,
495687,Chhattisgarh,Sakti,Janjgir-Champa,
495688,Chhattisgarh,Dabhra,Janjgir-Champa,
495689,Chhattisgarh,Sakti,Janjgir-Champa,
495690,Chhattisgarh,Jaijaipur,Janjgir-Champa,
495691,Chhattisgarh,Malkharoda,Janjgir-Champa,
495692,Chhattisgarh,Chandrapur,Janjgir-Champa,
495695,Chhattisgarh,Malkharoda,Janjgir-Champa,
496001,Chhattisgarh,Raigarh,Raigarh,
496005,Chhattisgarh,Raigarh,Raigarh,
496100,Chhattisgarh,Raigarh,Raigarh,
496107,Chhattisgarh,Raigarh,Raigarh,
496108,Chhattisgarh,Tamnar,Raigarh,
496109,Chhattisgarh,Gharghoda,Raigarh,
496111,Chhattisgarh,Gharghoda,Raigarh,
496113,Chhattisgarh,Raigarh,Raigarh,
496115,Chhattisgarh,Raigarh,Raigarh,
496116,Chhattisgarh,Udaipur (Dharamjaigarh),Raigarh,
496118,Chhattisgarh,Raigarh,Raigarh,
496220,Chhattisgarh,Jashpurnagar,Jashpur,
496223,Chhattisgarh,JASHPUR,Jashpur,
496224,Chhattisgarh,Bagicha,Jashpur,
496225,Chhattisgarh,JASHPUR,Jashpur,
496227,Chhattisgarh,Kunkuri,Jashpur,
496242,Chhattisgarh,Kunkuri,Jashpur,
496245,Chhattisgarh,Kunkuri,Jashpur,
496330,Chhattisgarh,JASHPUR,Jashpur,
496331,Chhattisgarh,JASHPUR,Jashpur,
496334,Chhattisgarh,Kunkuri,Jashpur,
496336,Chhattisgarh,JASHPUR,Jashpur,
496338,Chhattisgarh,JASHPUR,Jashpur,
496440,Chhattisgarh,Raigarh,Raigarh,
496445,Chhattisgarh,Raigarh,Raigarh,
496450,Chhattisgarh,Sarangarh,Raigarh,
496551,Chhattisgarh,Sarangarh,Raigarh,
496554,Chhattisgarh,Sarangarh,Raigarh,
496661,Chhattisgarh,Raigarh,Raigarh,
496665,Chhattisgarh,Udaipur (Dharamjaigarh),Raigarh,
497001,Chhattisgarh,SURGUJA,Surguja,
497101,Chhattisgarh,SURGUJA,Surguja,
497111,Chhattisgarh,SURGUJA,Surguja,
497114,Chhattisgarh,SURGUJA,Surguja,
497116,Chhattisgarh,SURGUJA,Surguja,
497117,Chhattisgarh,Lakhanpur,Surajpur,
497118,Chhattisgarh,SURGUJA,Balrampur,
497119,Chhattisgarh,Balrampur,Balrampur,
497220,Chhattisgarh,Balrampur,Balrampur,
497223,Chhattisgarh,SURAJPUR,Surajpur,
497224,Chhattisgarh,Balrampur,Balrampur,
497225,Chhattisgarh,Balrampur,Balrampur,
497226,Chhattisgarh,SURAJPUR,Surajpur,
497229,Chhattisgarh,SURAJPUR,Surajpur,
497231,Chhattisgarh,SURAJPUR,Surajpur,
497235,Chhattisgarh,SURAJPUR,Surajpur,
497331,Chhattisgarh,KOREA,Korea,
497333,Chhattisgarh,SURAJPUR,Surajpur,
497335,Chhattisgarh,KOREA,Korea,
497339,Chhattisgarh,KOREA,Korea,
497442,Chhattisgarh,Manendragarh,Korea,
497446,Chhattisgarh,Manendragarh,Korea,
497447,Chhattisgarh,Manendragarh,Korea,
497448,Chhattisgarh,Manendragarh,Korea,
497449,Chhattisgarh,KOREA,Korea,
497450,Chhattisgarh,KOREA,Korea,
497451,Chhattisgarh,Chirimiri,Korea,
497553,Chhattisgarh,Chirimiri,Korea,
497555,Chhattisgarh,Manendragarh,Korea,
497557,Chhattisgarh,Chirimiri,Korea,
497559,Chhattisgarh,Janakpur,Korea,
497773,Chhattisgarh,Manendragarh,Korea,
497778,Chhattisgarh,KOREA,Korea,
500001,Telangana,Nampally,Hyderabad,
500002,Telangana,Charminar,Hyderabad,
500003,Telangana,Secunderabad,Hyderabad,
500004,Telangana,Khairatabad,Hyderabad,
500005,Telangana,Saroornagar,Ranga Reddy,
500006,Telangana,Asifnagar,Hyderabad,
500007,Telangana,Secunderabad,Hyderabad,
500008,Telangana,Rajendranagar,Hyderabad,
500009,Telangana,Tirumalagiri,Hyderabad,
500010,Telangana,Tirumalagiri,Hyderabad,
500011,Telangana,Tirumalagiri,Hyderabad,
500012,Telangana,Nampally,Hyderabad,
500013,Telangana,Amberpet,Medchal Malkajgiri,
500014,Telangana,Tirumalagiri,Hyderabad,
500015,Telangana,Tirumalagiri,Hyderabad,
500016,Telangana,Secunderabad,Hyderabad,
500017,Telangana,Secunderabad,Hyderabad,
500018,Telangana,Balanagar,Hyderabad,
500019,Telangana,Serilingampally,Ranga Reddy,
500020,Telangana,Musheerabad,Hyderabad,
500022,Telangana,Khairatabad,Hyderabad,
500023,Telangana,Charminar,Hyderabad,
500024,Telangana,Charminar,Hyderabad,
500025,Telangana,Secunderabad,Hyderabad,
500026,Telangana,Secunderabad,Hyderabad,
500027,Telangana,Himayathnagar,Hyderabad,
500028,Telangana,Asifnagar,Hyderabad,
500029,Telangana,Himayathnagar,Hyderabad,
500030,Telangana,Rajendranagar,Ranga Reddy,
500031,Telangana,Golconda,Hyderabad,
500032,Telangana,Seri Lingampally,Ranga Reddy,
500033,Telangana,Shaikpet,Hyderabad,
500034,Telangana,Khairatabad,Hyderabad,
500035,Telangana,Saroornagar,Ranga Reddy,
500036,Telangana,Amberpet,Hyderabad,
500037,Telangana,Rangareddy,Medchal Malkajgiri,
500038,Telangana,Ameerpet,Hyderabad,
500039,Telangana,Hyderabad,Medchal Malkajgiri,
500040,Telangana,Secunderabad,Hyderabad,
500041,Telangana,Khairatabad,Hyderabad,
500042,Telangana,Tirumalagiri,Medchal Malkajgiri,
500043,Telangana,Tirumalagiri,Medchal Malkajgiri,
500044,Telangana,Musheerabad,Hyderabad,
500045,Telangana,Khairatabad,Hyderabad,
500046,Telangana,Serilingampally,Ranga Reddy,
500047,Telangana,Tirumalagiri,Medchal Malkajgiri,
500048,Telangana,Rajendranagar,Ranga Reddy,
500049,Telangana,Serilingampally,Medchal Malkajgiri,
500050,Telangana,Tirumalagiri,Ranga Reddy,
500051,Telangana,Uppal,Medchal Malkajgiri,
500052,Telangana,Rajendranagar,Ranga Reddy,
500053,Telangana,Charminar,Hyderabad,
500054,Telangana,Tirumalagiri,Medchal Malkajgiri,
500055,Telangana,Hyd,Medchal Malkajgiri,
500056,Telangana,Tirumalagiri,Hyderabad,
500057,Telangana,Asifnagar,Hyderabad,
500058,Telangana,Hyderabad,Hyderabad,
500059,Telangana,Saidabad,Hyderabad,
500060,Telangana,Saroornagar,Ranga Reddy,
500061,Telangana,Secunderabad,Hyderabad,
500062,Telangana,Secunderabad,Medchal Malkajgiri,
500063,Telangana,Himayathnagar,Hyderabad,
500064,Telangana,Hyderabad,Hyderabad,
500065,Telangana,Charminar,Hyderabad,
500066,Telangana,Charminar,Hyderabad,
500067,Telangana,MEDCHAL MALKAJGIRI,Medchal Malkajgiri,
500068,Telangana,Hayathnagar,Medchal Malkajgiri,
500069,Telangana,Bandlaguda,Ranga Reddy,
500070,Telangana,Hayathnagar,Ranga Reddy,
500072,Telangana,Tirumalagiri,Medchal Malkajgiri,
500073,Telangana,Khairatabad,Hyderabad,
500074,Telangana,Hyderabad,Ranga Reddy,
500075,Telangana,Moinabad,Ranga Reddy,
500076,Telangana,Uppal,Medchal Malkajgiri,
500077,Telangana,Rajendranagar,Ranga Reddy,
500078,Telangana,Tirumalagiri,Medchal Malkajgiri,
500079,Telangana,Saroornagar,Ranga Reddy,
500080,Telangana,Secunderabad,Hyderabad,
500081,Telangana,Shaikpet,Hyderabad,
500082,Telangana,Khairatabad,Hyderabad,
500083,Telangana,Rangareddy,Medchal Malkajgiri,
500084,Telangana,Serilingampally,Hyderabad,
500085,Telangana,Tirumalagiri,Medchal Malkajgiri,
500086,Telangana,Rajendranagar,Ranga Reddy,
500087,Telangana,Tirumalagiri,Medchal Malkajgiri,
500088,Telangana,Secunderabad,Medchal Malkajgiri,
500089,Telangana,RANGA REDDY,Ranga Reddy,
500090,Telangana,Qutubullapur,Medchal Malkajgiri,
500091,Telangana,Rajendra Nagar,Ranga Reddy,
500092,Telangana,Ghatkesar,Medchal Malkajgiri,
500093,Telangana,Tirumalagiri,Medchal Malkajgiri,
500094,Telangana,Tirumalagiri,Hyderabad,
500095,Telangana,Nampally,Hyderabad,
500096,Telangana,Shaikpet,Hyderabad,
500097,Telangana,Saroornagar,Ranga Reddy,
500098,Telangana,Ghatkesar,Medchal Malkajgiri,
500100,Telangana,Rangareddy,Medchal Malkajgiri,
500101,Telangana,Hyd,Medchal Malkajgiri,
500102,Telangana,RANGA REDDY,Ranga Reddy,
500103,Telangana,MEDCHAL MALKAJGIRI,Medchal Malkajgiri,
500104,Telangana,RANGA REDDY,Ranga Reddy,
500107,Telangana,Hyderabad,Hyderabad,
500108,Telangana,RANGA REDDY,Ranga Reddy,
500109,Telangana,Hyderabad,Hyderabad,
500110,Telangana,Hyderabad,Hyderabad,
500111,Telangana,RANGA REDDY,Ranga Reddy,
500112,Telangana,Hyderabad,Hyderabad,
500113,Telangana,RANGA REDDY,Ranga Reddy,
500114,Telangana,MEDCHAL MALKAJGIRI,Medchal Malkajgiri,
500115,Telangana,RANGA REDDY,Ranga Reddy,
501101,Telangana,Hyd,Vikarabad,
501102,Telangana,Vikarabad,Vikarabad,
501106,Telangana,R,Vikarabad,
501111,Telangana,Nawabpet,Vikarabad,
501121,Telangana,Rangareddy,Vikarabad,
501141,Telangana,Rangareddy,Vikarabad,
501142,Telangana,Rangareddy,Vikarabad,
501143,Telangana,Hyd,Vikarabad,
501144,Telangana,Rangareddy,Vikarabad,
501158,Telangana,Tandur,Vikarabad,
501202,Telangana,Rangareddy,Vikarabad,
501203,Telangana,Rangareddy,Ranga Reddy,
501218,Telangana,Shamshabad,Ranga Reddy,
501301,Telangana,Hyd,Medchal Malkajgiri,
501359,Telangana,Rangareddy,Ranga Reddy,
501401,Telangana,Rangareddy,Medchal Malkajgiri,
501501,Telangana,Rangareddy,Vikarabad,
501502,Telangana,Rangareddy,Vikarabad,
501503,Telangana,Rangareddy,Ranga Reddy,
501504,Telangana,Rangareddy,Ranga Reddy,
501505,Telangana,Rangareddy,Ranga Reddy,
501506,Telangana,Rangareddy,Ranga Reddy,
501508,Telangana,Rangareddy,Ranga Reddy,
501509,Telangana,Rangareddy,Ranga Reddy,
501510,Telangana,Rangareddy,Ranga Reddy,
501511,Telangana,Rangareddy,Ranga Reddy,
501512,Telangana,Rangareddy,Ranga Reddy,
502001,Telangana,Sangareddy,Sangareddy,
502032,Telangana,Ramachandrapuram,Sangareddy,
502101,Telangana,MEDAK,Medak,
502102,Telangana,MEDAK,Medak,
502103,Telangana,Siddipet,Siddipet,
502107,Telangana,Siddipet,Siddipet,
502108,Telangana,Dubbak,Siddipet,
502109,Telangana,MEDAK,Medak,
502110,Telangana,MEDAK,Medak,
502113,Telangana,MEDAK,Medak,
502114,Telangana,Siddipet,Siddipet,
502115,Telangana,MEDAK,Medak,
502117,Telangana,MEDAK,Medak,
502125,Telangana,MEDAK,Medak,
502130,Telangana,MEDAK,Medak,
502205,Telangana,Sangareddy,Sangareddy,
502210,Telangana,Zaheerabad,Sangareddy,
502220,Telangana,Zaheerabad,Sangareddy,
502221,Telangana,Zaheerabad,Sangareddy,
502228,Telangana,Zaheerabad,Sangareddy,
502246,Telangana,Zaheerabad,Sangareddy,
502247,Telangana,MEDAK,Medak,
502248,Telangana,MEDAK,Medak,
502249,Telangana,Zaheerabad,Sangareddy,
502251,Telangana,Zaheerabad,Sangareddy,
502255,Telangana,MEDAK,Medak,
502256,Telangana,Zaheerabad,Sangareddy,
502257,Telangana,Zaheerabad,Sangareddy,
502267,Telangana,Siddipet,Siddipet,
502269,Telangana,Alladurg,Sangareddy,
502270,Telangana,Jogipet,Sangareddy,
502271,Telangana,Jogipet,Medak,
502273,Telangana,Jogipet,Sangareddy,
502276,Telangana,Siddipet,Siddipet,
502277,Telangana,Siddipet,Siddipet,
502278,Telangana,Siddipet,Siddipet,
502279,Telangana,Siddipet,Siddipet,
502280,Telangana,Siddipet,Siddipet,
502281,Telangana,Siddipet,Siddipet,
502284,Telangana,Sangareddy,Sangareddy,
502285,Telangana,Sangareddy,Sangareddy,
502286,Telangana,Narayankhed,Sangareddy,
502287,Telangana,Narayankhed,Sangareddy,
502290,Telangana,Narayankhed,Sangareddy,
502291,Telangana,Sadasivpet,Sangareddy,
502293,Telangana,Sangareddy,Sangareddy,
502294,Telangana,Sangareddy,Sangareddy,
502295,Telangana,Sangareddy,Sangareddy,
502296,Telangana,Sangareddy,Sangareddy,
502300,Telangana,Patancheru,Sangareddy,
502301,Telangana,Siddipet,Siddipet,
502302,Telangana,MEDAK,Medak,
502303,Telangana,MEDAK,Medak,
502305,Telangana,Patancheru,Sangareddy,
502306,Telangana,Sangareddy,Sangareddy,
502307,Telangana,Sangareddy,Sangareddy,
502310,Telangana,Siddipet,Siddipet,
502311,Telangana,Siddipet,Siddipet,
502312,Telangana,Siddipet,Siddipet,
502313,Telangana,Narsapur,Sangareddy,
502314,Telangana,Narsapur,Sangareddy,
502316,Telangana,Narsapur,Medak,
502318,Telangana,Zaheerabad,Sangareddy,
502319,Telangana,Patancheru,Sangareddy,
502321,Telangana,Zaheerabad,Sangareddy,
502324,Telangana,Patancheru,Sangareddy,
502325,Telangana,R.c.puram,Sangareddy,
502329,Telangana,Sangareddy,Sangareddy,
502331,Telangana,MEDAK,Medak,
502334,Telangana,MEDAK,Medak,
502335,Telangana,MEDAK,Medak,
502336,Telangana,MEDAK,Medak,
502345,Telangana,Sadasivpet,Sangareddy,
502371,Telangana,Narayankhed,Sangareddy,
502372,Telangana,Siddipet,Siddipet,
502375,Telangana,Siddipet,Siddipet,
502381,Telangana,MEDAK,Medak,
503001,Telangana,Nizamabad,Nizamabad,
503002,Telangana,Nizamabad,Nizamabad,
503003,Telangana,Nizamabad,Nizamabad,
503101,Telangana,Kamareddy,Kamareddy,
503102,Telangana,Kamareddy,Kamareddy,
503108,Telangana,Kamareddy,Kamareddy,
503110,Telangana,Kamareddy,Kamareddy,
503111,Telangana,Kamareddy,Kamareddy,
503112,Telangana,Kamareddy,Kamareddy,
503114,Telangana,Kamareddy,Kamareddy,
503120,Telangana,Kamareddy,Kamareddy,
503122,Telangana,Yellareddy,Kamareddy,
503123,Telangana,Kamareddy,Kamareddy,
503124,Telangana,Kamareddy,Kamareddy,
503125,Telangana,Kamareddy,Kamareddy,
503144,Telangana,Kamareddy,Kamareddy,
503145,Telangana,Kamareddy,Kamareddy,
503164,Telangana,Nizamabad,Nizamabad,
503165,Telangana,Armoor,Nizamabad,
503174,Telangana,Armoor,Nizamabad,
503175,Telangana,Armoor,Nizamabad,
503180,Telangana,Nizamabad,Nizamabad,
503185,Telangana,Bodhan,Nizamabad,
503186,Telangana,Nizamabad,Nizamabad,
503187,Telangana,Banswada,Kamareddy,
503188,Telangana,Nizamabad,Nizamabad,
503201,Telangana,Nizamabad,Nizamabad,
503202,Telangana,Yedpalle,Nizamabad,
503206,Telangana,Nizamabad,Nizamabad,
503207,Telangana,Nizamabad,Nizamabad,
503212,Telangana,Armoor,Nizamabad,
503213,Telangana,Nizamabad,Nizamabad,
503217,Telangana,Armoor,Nizamabad,
503218,Telangana,Armoor,Nizamabad,
503219,Telangana,Armoor,Nizamabad,
503223,Telangana,Nizamabad,Nizamabad,
503224,Telangana,Nizamabad,Nizamabad,
503225,Telangana,Armoor,Nizamabad,
503230,Telangana,Nizamabad,Nizamabad,
503235,Telangana,Nizamabad,Nizamabad,
503245,Telangana,Nizamabad,Nizamabad,
503246,Telangana,Nizamabad,Nizamabad,
503301,Telangana,Nizamabad,Kamareddy,
503302,Telangana,Kamareddy,Kamareddy,
503305,Telangana,Nizamabad,Kamareddy,
503306,Telangana,Kamareddy,Kamareddy,
503307,Telangana,Armoor,Nizamabad,
503308,Telangana,Armoor,Nizamabad,
503309,Telangana,Madnoor,Kamareddy,
503310,Telangana,Kamareddy,Kamareddy,
503311,Telangana,Armoor,Nizamabad,
503321,Telangana,Nizamabad,Kamareddy,
503322,Telangana,Nizamabad,Nizamabad,
504001,Telangana,Adilabad,Adilabad,
504002,Telangana,Adilabad,Adilabad,
504101,Telangana,Mudhole,Nirmal,
504102,Telangana,Mudhole,Nirmal,
504103,Telangana,Mudhole,Nirmal,
504104,Telangana,Nirmal,Nirmal,
504105,Telangana,Nirmal,Nirmal,
504106,Telangana,Nirmal,Nirmal,
504107,Telangana,Mudhole,Nirmal,
504109,Telangana,Nirmal,Nirmal,
504110,Telangana,Nirmal,Nirmal,
504201,Telangana,Chennur,Mancherial,
504202,Telangana,Khanapur,Nirmal,
504203,Telangana,Nirmal,Nirmal,
504204,Telangana,Chennur,Mancherial,
504205,Telangana,Luxettipet,Mancherial,
504206,Telangana,Luxettipet,Mancherial,
504207,Telangana,Luxettipet,Mancherial,
504208,Telangana,Mancherial,Mancherial,
504209,Telangana,Luxettipet,Mancherial,
504214,Telangana,Chennur,Mancherial,
504215,Telangana,Luxettipet,Mancherial,
504216,Telangana,Chennur,Mancherial,
504218,Telangana,Luxettipet,Mancherial,
504219,Telangana,Luxettipet,Kumuram Bheem Asifabad,
504220,Telangana,Luxettipet,Mancherial,
504231,Telangana,Luxettipet,Mancherial,
504251,Telangana,Bellampalle,Mancherial,
504272,Telangana,Asifabad,Mancherial,
504273,Telangana,Asifabad,Mancherial,
504292,Telangana,Asifabad,Kumuram Bheem Asifabad,
504293,Telangana,Asifabad,Kumuram Bheem Asifabad,
504294,Telangana,Asifabad,Kumuram Bheem Asifabad,
504295,Telangana,Asifabad,Kumuram Bheem Asifabad,
504296,Telangana,Sirpur (t),Kumuram Bheem Asifabad,
504297,Telangana,Asifabad,Kumuram Bheem Asifabad,
504299,Telangana,Kagaznagar,Kumuram Bheem Asifabad,
504301,Telangana,Mandamarri,Mancherial,
504302,Telangana,Mancherial,Mancherial,
504303,Telangana,Mancherial,Mancherial,
504304,Telangana,Boath,Adilabad,
504306,Telangana,Nirmal,Nirmal,
504307,Telangana,Boath,Adilabad,
504308,Telangana,Adilabad,Adilabad,
504309,Telangana,Adilabad,Adilabad,
504310,Telangana,Nirmal,Nirmal,
504311,Telangana,Utnoor,Adilabad,
504312,Telangana,Adilabad,Adilabad,
504313,Telangana,Utnoor,Kumuram Bheem Asifabad,
504323,Telangana,Neradigonda,Adilabad,
504346,Telangana,Utnoor,Adilabad,
505001,Telangana,KARIMNAGAR,Karimnagar,
505002,Telangana,KARIMNAGAR,Karimnagar,
505101,Telangana,WARANGAL URBAN,Warangal Urban,
505102,Telangana,WARANGAL URBAN,Warangal Urban,
505122,Telangana,KARIMNAGAR,Karimnagar,
505129,Telangana,KARIMNAGAR,Karimnagar,
505152,Telangana,PEDDAPALLI,Peddapalli,
505153,Telangana,Srirampur,Peddapalli,
505162,Telangana,PEDDAPALLI,Peddapalli,
505172,Telangana,PEDDAPALLI,Peddapalli,
505174,Telangana,PEDDAPALLI,Peddapalli,
505184,Telangana,PEDDAPALLI,Peddapalli,
505185,Telangana,PEDDAPALLI,Peddapalli,
505186,Telangana,PEDDAPALLI,Peddapalli,
505187,Telangana,PEDDAPALLI,Peddapalli,
505188,Telangana,PEDDAPALLI,Peddapalli,
505208,Telangana,PEDDAPALLI,Peddapalli,
505209,Telangana,Ramagundam,Peddapalli,
505210,Telangana,PEDDAPALLI,Peddapalli,
505211,Telangana,Ramagundam,Peddapalli,
505212,Telangana,PEDDAPALLI,Peddapalli,
505214,Telangana,PEDDAPALLI,Peddapalli,
505215,Telangana,Ramagundam,Peddapalli,
505301,Telangana,Sirsilla,Rajanna Sircilla,
505302,Telangana,Vemulawada,Rajanna Sircilla,
505303,Telangana,Kishandaspet,Rajanna Sircilla,
505304,Telangana,Gambhiraopet,Rajanna Sircilla,
505305,Telangana,Yellareddipet,Rajanna Sircilla,
505306,Telangana,Kathalapur,Jagitial,
505307,Telangana,Chandurthi,Rajanna Sircilla,
505325,Telangana,Metpalli,Jagitial,
505326,Telangana,Koratla,Jagitial,
505327,Telangana,Jagtial,Jagitial,
505330,Telangana,Koratla,Jagitial,
505331,Telangana,Mallapur,Jagitial,
505401,Telangana,KARIMNAGAR,Karimnagar,
505402,Telangana,Ellanthakunta,Rajanna Sircilla,
505403,Telangana,Vemulawada,Rajanna Sircilla,
505404,Telangana,Mustabad,Rajanna Sircilla,
505405,Telangana,Sirsilla,Rajanna Sircilla,
505415,Telangana,Choppadandi,Karimnagar,
505416,Telangana,Dharmaram,Peddapalli,
505425,Telangana,Dharmapuri,Jagitial,
505445,Telangana,Gangadhara,Karimnagar,
505450,Telangana,Ibrahimpatnam,Jagitial,
505451,Telangana,Ramadugu,Karimnagar,
505452,Telangana,Pegadapalli,Jagitial,
505453,Telangana,Medpalli,Jagitial,
505454,Telangana,Jagitial,Jagitial,
505455,Telangana,Jagtial,Jagitial,
505460,Telangana,Raikal,Jagitial,
505462,Telangana,Kathalapur,Jagitial,
505466,Telangana,Husnabad,Siddipet,
505467,Telangana,Chigurumamidi,Siddipet,
505468,Telangana,Huzurabad,Karimnagar,
505469,Telangana,Manakondur,Karimnagar,
505470,Telangana,KARIMNAGAR,Karimnagar,
505471,Telangana,Bheemadevarpalle,Warangal Urban,
505472,Telangana,KARIMNAGAR,Karimnagar,
505473,Telangana,Koheda,Siddipet,
505474,Telangana,KARIMNAGAR,Karimnagar,
505475,Telangana,KARIMNAGAR,Karimnagar,
505476,Telangana,WARANGAL URBAN,Warangal Urban,
505480,Telangana,KARIMNAGAR,Karimnagar,
505481,Telangana,Chigurumamidi,Karimnagar,
505490,Telangana,KARIMNAGAR,Karimnagar,
505497,Telangana,Huzurabad,Warangal Urban,
505498,Telangana,KARIMNAGAR,Karimnagar,
505501,Telangana,Kodimial,Jagitial,
505502,Telangana,Veenavanka,Karimnagar,
505503,Telangana,JAYASHANKAR BHUPALAPALLY,Jayashankar Bhupalapally,
505504,Telangana,JAYASHANKAR BHUPALAPALLY,Jayashankar Bhupalapally,
505505,Telangana,KARIMNAGAR,Karimnagar,
505514,Telangana,Ramagundam,Peddapalli,
505524,Telangana,Boenpalli,Rajanna Sircilla,
505525,Telangana,PEDDAPALLI,Peddapalli,
505526,Telangana,Jagitial,Jagitial,
505527,Telangana,Thimmapur,Karimnagar,
505528,Telangana,Bejjanki,Siddipet,
505529,Telangana,Sarangapur,Jagitial,
505530,Telangana,Ellanthakunta,Karimnagar,
505531,Telangana,Pegadapalli,Karimnagar,
505532,Telangana,Gollapalli,Jagitial,
506001,Telangana,Hanamkonda,Warangal Urban,
506002,Telangana,Warangal,Warangal Urban,
506003,Telangana,Hanamkonda,Warangal Urban,
506004,Telangana,Hanamkonda,Warangal Urban,
506005,Telangana,Sangam,Warangal Urban,
506006,Telangana,Hanamkonda,Warangal Urban,
506007,Telangana,Warangal,Warangal Urban,
506008,Telangana,Warangal,Warangal Urban,
506009,Telangana,Hanamkonda,Warangal Urban,
506011,Telangana,Hanamkonda,Warangal Urban,
506013,Telangana,Warangal,Warangal Urban,
506015,Telangana,Hasanparthy,Warangal Urban,
506101,Telangana,Mahabubabad,Mahabubabad,
506102,Telangana,Mahabubabad,Mahabubabad,
506103,Telangana,Mahabubabad,Mahabubabad,
506104,Telangana,Neerada,Mahabubabad,
506105,Telangana,Kuravi,Mahabubabad,
506112,Telangana,Kesamudram,Mahabubabad,
506122,Telangana,Nekkonda,Warangal Rural,
506132,Telangana,Narsampet,Warangal Rural,
506134,Telangana,Gudur,Mahabubabad,
506135,Telangana,Kothaguda,Mahabubabad,
506142,Telangana,Dharmasagar,Warangal Urban,
506143,Telangana,Zafargadh,Warangal Urban,
506144,Telangana,Jangaon,Warangal Urban,
506145,Telangana,Narmitta,Jangoan,
506146,Telangana,JANGOAN,Jangoan,
506151,Telangana,Dharmasagar,Warangal Urban,
506163,Telangana,Turrur,Mahabubabad,
506164,Telangana,Parkal,Warangal Rural,
506165,Telangana,Eturunagaram,Mulugu,
506166,Telangana,Hanamkonda,Warangal Urban,
506167,Telangana,Jangaon,Jangoan,
506168,Telangana,Ghanpur (Mulug),Jayashankar Bhupalapally,
506169,Telangana,Bhupalapalli,Jayashankar Bhupalapally,
506170,Telangana,Chityal,Jayashankar Bhupalapally,
506172,Telangana,Mangapet,Mulugu,
506175,Telangana,Jangaon,Jangoan,
506201,Telangana,Lingal Ghanpur,Jangoan,
506221,Telangana,Buchannapet,Jangoan,
506222,Telangana,Palakurthy,Jangoan,
506223,Telangana,Cherial,Jangoan,
506224,Telangana,Narmetta,Siddipet,
506244,Telangana,Raghunathapalli,Jangoan,
506252,Telangana,Palakurthy,Jangoan,
506301,Telangana,Ghanpur Station,Jangoan,
506302,Telangana,Devaruppula,Jangoan,
506303,Telangana,Devaruppula,Jangoan,
506310,Telangana,Wardhannapet,Warangal Urban,
506313,Telangana,Wardhannapet,Warangal Rural,
506314,Telangana,Raiparthy,Warangal Rural,
506315,Telangana,Maripeda,Mahabubabad,
506316,Telangana,Zaffargadh,Jangoan,
506317,Telangana,Turrur,Mahabubabad,
506318,Telangana,Kodakandal,Mahabubabad,
506319,Telangana,WARANGAL RURAL,Warangal Rural,
506324,Telangana,Narasimulapet,Mahabubabad,
506329,Telangana,Sangem,Warangal Rural,
506330,Telangana,Geesugonda,Warangal Rural,
506331,Telangana,Duggondi,Warangal Rural,
506332,Telangana,Chennaraopet,Warangal Rural,
506333,Telangana,WARANGAL RURAL,Warangal Rural,
506342,Telangana,Atmakur,Warangal Rural,
506343,Telangana,Mulug,Mulugu,
506344,Telangana,Tadvai,Mulugu,
506345,Telangana,Regonda,Jayashankar Bhupalapally,
506347,Telangana,Tadvai,Mulugu,
506348,Telangana,Regonda,Jayashankar Bhupalapally,
506349,Telangana,Mulug,Warangal Rural,
506350,Telangana,WARANGAL RURAL,Warangal Rural,
506352,Telangana,Mulug,Mulugu,
506355,Telangana,Cherial,Siddipet,
506356,Telangana,Chityal,Jayashankar Bhupalapally,
506365,Telangana,Parvathagiri,Warangal Rural,
506366,Telangana,Mogullapalli,Jayashankar Bhupalapally,
506367,Telangana,Narmetta,Siddipet,
506368,Telangana,Nallikaddur,Mahabubabad,
506369,Telangana,Nekkonda,Warangal Rural,
506370,Telangana,Hasanparthy,Warangal Urban,
506371,Telangana,Hasanparthy,Warangal Urban,
506381,Telangana,Dornakal,Mahabubabad,
506391,Telangana,Parkal,Warangal Rural,
507001,Telangana,Khammam (Urban),Khammam,
507002,Telangana,Khammam,Khammam,
507003,Telangana,Khammam (Urban),Khammam,
507101,Telangana,Kothagudem,Bhadradri Kothagudem,
507103,Telangana,Vkhani,Bhadradri Kothagudem,
507111,Telangana,Bhadrachalam,Bhadradri Kothagudem,
507114,Telangana,Burgampahad,Bhadradri Kothagudem,
507115,Telangana,Paloncha,Bhadradri Kothagudem,
507116,Telangana,Manuguru,Bhadradri Kothagudem,
507117,Telangana,Manugurq,Bhadradri Kothagudem,
507118,Telangana,Kothagudem,Bhadradri Kothagudem,
507119,Telangana,Rudrampur,Bhadradri Kothagudem,
507120,Telangana,Sujathanagar,Bhadradri Kothagudem,
507122,Telangana,Karepalli,Khammam,
507123,Telangana,Yellandu,Bhadradri Kothagudem,
507124,Telangana,Kothagudem,Bhadradri Kothagudem,
507125,Telangana,Manuguru,Bhadradri Kothagudem,
